sample_id	gene	gene_group	pam50_subtype	purity	ploidy	wgd	normal_depth	purity_bin	depth_regime	gis_score
SIM-10315	NBN	NULL_ARM	LumA	0.5544	2.9452	False	34	MID	HIGH	22.3746
SIM-10316	ATM	NULL_ARM	LumA	0.5245	2.8376	True	59	MID	HIGH	21.8867
SIM-10317	MRE11	NULL_ARM	LumA	0.6429	4.6798	False	40	MID	HIGH	27.7881
SIM-10318	ATM	NULL_ARM	LumB	0.4295	2.4822	False	39	MID	HIGH	11.4784
SIM-10319	ATR	NULL_ARM	Basal	0.3878	4.4696	False	37	MID	HIGH	24.9235
SIM-10320	CHEK1	NULL_ARM	Basal	0.481	4.7418	False	33	MID	HIGH	34.5849
SIM-10321	ATR	NULL_ARM	LumB	0.3836	3.9038	True	40	MID	HIGH	23.4936
SIM-10322	ATR	NULL_ARM	LumA	0.5237	2.677	False	50	MID	HIGH	3.5911
SIM-10323	CHEK2	NULL_ARM	HER2E	0.5069	4.9308	True	38	MID	HIGH	31.7294
SIM-10324	MRE11	NULL_ARM	LumA	0.5757	5.4262	False	41	MID	HIGH	27.5359
SIM-10325	CHEK1	NULL_ARM	HER2E	0.554	3.4325	False	35	MID	HIGH	25.7852
SIM-10326	ATM	NULL_ARM	HER2E	0.5408	1.9571	False	48	MID	HIGH	18.8819
SIM-10327	CHEK2	NULL_ARM	LumA	0.579	2.8657	True	27	MID	HIGH	35.9457
SIM-10328	RAD50	NULL_ARM	LumB	0.483	3.4323	False	35	MID	HIGH	33.4796
SIM-10329	ATM	NULL_ARM	LumA	0.5434	3.3833	False	54	MID	HIGH	33.3148
SIM-10330	RAD50	NULL_ARM	LumB	0.4928	2.3488	True	35	MID	HIGH	25.6787
SIM-10331	FANCM	NULL_ARM	LumA	0.6094	2.1603	False	30	MID	HIGH	7.4191
SIM-10332	MRE11	NULL_ARM	LumA	0.4061	2.5951	True	53	MID	HIGH	29.87
SIM-10333	MRE11	NULL_ARM	LumB	0.3912	4.4204	False	46	MID	HIGH	28.1226
SIM-10334	MRE11	NULL_ARM	HER2E	0.5658	3.0098	False	31	MID	HIGH	22.2068
SIM-10335	FANCM	NULL_ARM	LumA	0.6054	3.9575	False	39	MID	HIGH	-0.3453
SIM-10336	NBN	NULL_ARM	LumA	0.4111	3.8841	False	33	MID	HIGH	28.8808
SIM-10337	MRE11	NULL_ARM	LumA	0.6151	2.2805	True	31	MID	HIGH	21.4432
SIM-10338	CHEK2	NULL_ARM	LumB	0.6121	4.1481	False	30	MID	HIGH	22.9262
SIM-10339	ATM	NULL_ARM	LumA	0.4209	5.1989	False	45	MID	HIGH	28.09
SIM-10340	RAD50	NULL_ARM	HER2E	0.3551	3.9182	False	53	MID	HIGH	26.4585
SIM-10341	MRE11	NULL_ARM	LumB	0.5613	2.02	True	37	MID	HIGH	40.7713
SIM-10342	FANCM	NULL_ARM	Basal	0.5892	2.7648	True	49	MID	HIGH	43.8416
SIM-10343	ATR	NULL_ARM	LumA	0.6064	3.5769	False	43	MID	HIGH	22.4441
SIM-10344	CHEK1	NULL_ARM	Basal	0.6127	3.3507	False	34	MID	HIGH	41.8413
SIM-10345	MRE11	NULL_ARM	LumA	0.5127	1.6353	False	25	MID	HIGH	21.665
SIM-10346	RAD50	NULL_ARM	Basal	0.3591	1.8355	False	23	MID	HIGH	24.2293
SIM-10347	ATM	NULL_ARM	HER2E	0.486	2.1896	False	47	MID	HIGH	42.9227
SIM-10348	CHEK2	NULL_ARM	LumB	0.6081	4.0787	True	26	MID	HIGH	45.0939
SIM-10349	CHEK2	NULL_ARM	LumB	0.4057	3.3868	False	46	MID	HIGH	41.4485
SIM-10350	RAD50	NULL_ARM	LumB	0.4875	3.3935	False	46	MID	HIGH	32.0243
SIM-10351	MRE11	NULL_ARM	Basal	0.4675	2.7467	False	52	MID	HIGH	34.5756
SIM-10352	RAD50	NULL_ARM	LumA	0.3694	1.9753	False	47	MID	HIGH	15.6059
SIM-10353	RAD50	NULL_ARM	LumB	0.4181	3.906	False	40	MID	HIGH	20.4909
SIM-10354	CHEK1	NULL_ARM	HER2E	0.509	2.3792	False	44	MID	HIGH	26.4059
SIM-10355	FANCM	NULL_ARM	LumA	0.572	3.8883	False	42	MID	HIGH	28.3611
SIM-10356	FANCM	NULL_ARM	LumB	0.6033	3.7628	False	37	MID	HIGH	26.0039
SIM-10357	CHEK1	NULL_ARM	LumA	0.3996	2.2134	True	26	MID	HIGH	26.469
SIM-10358	RAD50	NULL_ARM	Basal	0.4277	4.9663	True	38	MID	HIGH	32.6025
SIM-10359	MRE11	NULL_ARM	LumA	0.5447	2.6082	False	49	MID	HIGH	53.3023
SIM-10360	MRE11	NULL_ARM	HER2E	0.5873	1.8658	False	29	MID	HIGH	34.9841
SIM-10361	ATR	NULL_ARM	LumA	0.3721	5.3212	False	26	MID	HIGH	17.8221
SIM-10362	RAD50	NULL_ARM	LumA	0.3847	3.2762	False	42	MID	HIGH	23.416
SIM-10363	ATM	NULL_ARM	LumB	0.4763	4.2242	True	47	MID	HIGH	35.9353
SIM-10364	RAD50	NULL_ARM	LumA	0.4881	5.4956	True	37	MID	HIGH	20.2349
SIM-10365	FANCM	NULL_ARM	LumA	0.623	4.3693	False	25	MID	HIGH	18.0012
SIM-10366	FANCM	NULL_ARM	Basal	0.537	2.9339	False	32	MID	HIGH	34.7411
SIM-10367	RAD50	NULL_ARM	LumA	0.4016	3.3479	False	47	MID	HIGH	29.7424
SIM-10368	RAD50	NULL_ARM	LumA	0.4972	4.4671	True	32	MID	HIGH	45.3511
SIM-10369	CHEK1	NULL_ARM	LumB	0.6293	1.5446	True	40	MID	HIGH	17.6782
SIM-10370	ATM	NULL_ARM	LumA	0.5018	2.5391	True	35	MID	HIGH	38.5838
SIM-10371	CHEK1	NULL_ARM	Basal	0.439	4.275	False	30	MID	HIGH	52.906
SIM-10372	NBN	NULL_ARM	Basal	0.5122	4.7781	False	30	MID	HIGH	25.3203
SIM-10373	RAD50	NULL_ARM	LumA	0.6052	2.6019	False	52	MID	HIGH	30.3212
SIM-10374	NBN	NULL_ARM	LumA	0.4006	1.837	False	34	MID	HIGH	27.4955
SIM-10375	ATR	NULL_ARM	LumB	0.5766	3.4145	False	42	MID	HIGH	6.7453
SIM-10376	ATM	NULL_ARM	LumA	0.4442	3.6237	False	54	MID	HIGH	37.2015
SIM-10377	NBN	NULL_ARM	LumB	0.4688	4.922	False	31	MID	HIGH	39.1758
SIM-10378	ATR	NULL_ARM	HER2E	0.4228	2.5981	False	36	MID	HIGH	38.6048
SIM-10379	CHEK2	NULL_ARM	LumA	0.4057	1.8651	False	39	MID	HIGH	33.4584
SIM-10380	ATR	NULL_ARM	LumA	0.4198	3.4991	True	38	MID	HIGH	8.8652
SIM-10381	MRE11	NULL_ARM	LumA	0.6001	5.0569	False	35	MID	HIGH	34.9073
SIM-10382	NBN	NULL_ARM	Basal	0.387	1.5541	False	30	MID	HIGH	58.5778
SIM-10383	CHEK1	NULL_ARM	LumA	0.4925	2.1223	False	45	MID	HIGH	45.2513
SIM-10384	CHEK1	NULL_ARM	LumA	0.3648	4.1063	False	50	MID	HIGH	35.3388
SIM-10385	ATM	NULL_ARM	LumA	0.6046	3.3439	True	14	MID	HIGH	8.5749
SIM-10386	CHEK1	NULL_ARM	Basal	0.4938	5.1112	True	45	MID	HIGH	31.4835
SIM-10387	MRE11	NULL_ARM	LumA	0.4255	4.7921	True	30	MID	HIGH	22.9633
SIM-10388	CHEK2	NULL_ARM	LumB	0.5265	1.7964	False	36	MID	HIGH	46.37
SIM-10389	FANCM	NULL_ARM	LumA	0.645	5.3017	False	28	MID	HIGH	18.3088
SIM-10390	ATR	NULL_ARM	LumA	0.6002	3.7936	False	38	MID	HIGH	19.4302
SIM-10391	NBN	NULL_ARM	LumA	0.363	3.1221	False	41	MID	HIGH	42.2333
SIM-10392	FANCM	NULL_ARM	LumA	0.3543	2.5461	True	38	MID	HIGH	24.7283
SIM-10393	FANCM	NULL_ARM	LumA	0.5013	4.9628	False	44	MID	HIGH	26.8747
SIM-10394	NBN	NULL_ARM	HER2E	0.3897	2.6203	False	43	MID	HIGH	24.6716
SIM-10395	CHEK1	NULL_ARM	LumA	0.6104	2.4499	False	52	MID	HIGH	41.7997
SIM-10396	CHEK1	NULL_ARM	Basal	0.5254	3.4659	True	54	MID	HIGH	42.8262
SIM-10397	MRE11	NULL_ARM	Basal	0.3822	3.7863	True	43	MID	HIGH	42.3947
SIM-10398	NBN	NULL_ARM	LumA	0.3778	4.1076	False	32	MID	HIGH	27.157
SIM-10399	ATR	NULL_ARM	LumA	0.5257	1.7002	True	43	MID	HIGH	26.0421
SIM-10400	FANCM	NULL_ARM	LumA	0.457	2.6617	True	47	MID	HIGH	32.5298
SIM-10401	CHEK2	NULL_ARM	LumA	0.3824	3.0556	False	44	MID	HIGH	34.7081
SIM-10402	MRE11	NULL_ARM	Normal-like	0.3919	4.5284	False	33	MID	HIGH	22.6888
SIM-10403	ATR	NULL_ARM	LumA	0.403	1.9689	True	45	MID	HIGH	20.9218
SIM-10404	ATR	NULL_ARM	LumA	0.5697	3.1029	False	37	MID	HIGH	32.3958
SIM-10405	RAD50	NULL_ARM	LumB	0.3907	2.679	False	41	MID	HIGH	52.0375
SIM-10406	ATM	NULL_ARM	Basal	0.3908	2.696	False	39	MID	HIGH	27.184
SIM-10407	MRE11	NULL_ARM	Basal	0.5569	3.7733	True	32	MID	HIGH	41.0802
SIM-10408	RAD50	NULL_ARM	LumA	0.385	4.4318	False	44	MID	HIGH	27.9443
SIM-10409	ATR	NULL_ARM	LumA	0.5081	3.0093	False	36	MID	HIGH	11.6006
SIM-10410	ATR	NULL_ARM	Basal	0.5077	2.3988	False	31	MID	HIGH	39.5913
SIM-10411	NBN	NULL_ARM	LumA	0.5226	3.4484	False	29	MID	HIGH	33.445
SIM-10412	RAD50	NULL_ARM	HER2E	0.6039	3.6361	False	27	MID	HIGH	26.2755
SIM-10413	MRE11	NULL_ARM	LumB	0.587	3.6885	False	44	MID	HIGH	40.0781
SIM-10414	NBN	NULL_ARM	LumA	0.4921	2.0579	True	29	MID	HIGH	27.9355
SIM-10415	ATM	NULL_ARM	LumB	0.3933	3.003	False	38	MID	HIGH	18.1038
SIM-10416	CHEK1	NULL_ARM	LumB	0.5257	5.2632	False	43	MID	HIGH	33.1982
SIM-10417	ATR	NULL_ARM	HER2E	0.6136	2.7346	True	48	MID	HIGH	59.9055
SIM-10418	CHEK2	NULL_ARM	LumA	0.6266	4.7263	False	38	MID	HIGH	39.5364
SIM-10419	ATR	NULL_ARM	LumA	0.3851	3.6431	True	28	MID	HIGH	38.7656
SIM-10420	RAD50	NULL_ARM	LumA	0.555	3.6725	False	36	MID	HIGH	11.6263
SIM-10421	ATR	NULL_ARM	Basal	0.4816	3.3073	False	38	MID	HIGH	40.7763
SIM-10422	ATR	NULL_ARM	Basal	0.5963	3.4008	True	47	MID	HIGH	41.1152
SIM-10423	MRE11	NULL_ARM	LumA	0.518	2.237	False	44	MID	HIGH	28.3391
SIM-10424	FANCM	NULL_ARM	LumA	0.4778	5.3922	False	38	MID	HIGH	28.3791
SIM-10425	ATR	NULL_ARM	LumA	0.3603	5.2074	False	36	MID	HIGH	21.593
SIM-10426	FANCM	NULL_ARM	LumA	0.3703	4.0404	False	52	MID	HIGH	23.2424
SIM-10427	NBN	NULL_ARM	LumB	0.6033	3.2921	False	34	MID	HIGH	44.4206
SIM-10428	NBN	NULL_ARM	Basal	0.5581	3.1159	False	49	MID	HIGH	35.034
SIM-10429	FANCM	NULL_ARM	LumB	0.4403	5.1882	False	46	MID	HIGH	-0.266
SIM-10430	FANCM	NULL_ARM	HER2E	0.3665	2.9454	False	45	MID	HIGH	36.0876
SIM-10431	MRE11	NULL_ARM	LumA	0.4354	2.6288	False	56	MID	HIGH	21.1595
SIM-10432	MRE11	NULL_ARM	LumA	0.4427	4.0642	False	49	MID	HIGH	17.8294
SIM-10433	RAD50	NULL_ARM	LumA	0.4238	2.8994	False	54	MID	HIGH	13.559
SIM-10434	ATM	NULL_ARM	LumB	0.6171	5.2944	False	41	MID	HIGH	19.2069
SIM-10435	ATR	NULL_ARM	LumA	0.3745	2.3806	False	51	MID	HIGH	17.1738
SIM-10436	FANCM	NULL_ARM	LumB	0.6235	2.106	True	41	MID	HIGH	27.931
SIM-10437	RAD50	NULL_ARM	HER2E	0.4762	5.3672	False	49	MID	HIGH	29.8021
SIM-10438	ATM	NULL_ARM	LumA	0.5673	4.5489	False	45	MID	HIGH	16.864
SIM-10439	CHEK2	NULL_ARM	LumA	0.5884	5.4564	False	36	MID	HIGH	49.6219
SIM-10440	CHEK1	NULL_ARM	Basal	0.5021	3.1936	False	34	MID	HIGH	20.965
SIM-10441	MRE11	NULL_ARM	Basal	0.5755	4.692	False	31	MID	HIGH	47.4439
SIM-10442	FANCM	NULL_ARM	LumB	0.3521	3.693	False	49	MID	HIGH	16.9686
SIM-10443	FANCM	NULL_ARM	LumB	0.485	2.7251	False	33	MID	HIGH	12.9047
SIM-10444	ATR	NULL_ARM	LumA	0.4669	2.3616	False	33	MID	HIGH	27.611
SIM-10445	CHEK2	NULL_ARM	HER2E	0.5374	2.6113	False	42	MID	HIGH	4.9495
SIM-10446	RAD50	NULL_ARM	LumA	0.374	4.1458	True	44	MID	HIGH	42.2469
SIM-10447	FANCM	NULL_ARM	LumA	0.4098	2.1366	False	36	MID	HIGH	12.5448
SIM-10448	RAD50	NULL_ARM	LumA	0.5618	5.2502	False	34	MID	HIGH	30.9836
SIM-10449	ATR	NULL_ARM	LumB	0.4209	3.9173	False	45	MID	HIGH	25.6843
SIM-10450	CHEK2	NULL_ARM	LumA	0.4543	3.978	False	38	MID	HIGH	15.9696
SIM-10451	CHEK2	NULL_ARM	LumA	0.5217	4.2007	False	27	MID	HIGH	31.1224
SIM-10452	CHEK1	NULL_ARM	LumA	0.361	4.159	True	46	MID	HIGH	27.8286
SIM-10453	FANCM	NULL_ARM	LumB	0.5017	3.227	False	43	MID	HIGH	31.9432
SIM-10454	ATM	NULL_ARM	LumB	0.3617	3.9556	False	48	MID	HIGH	49.5406
SIM-10455	NBN	NULL_ARM	LumA	0.594	1.7109	False	52	MID	HIGH	24.8106
SIM-10456	ATR	NULL_ARM	LumB	0.4646	1.998	False	21	MID	HIGH	44.2189
SIM-10457	CHEK1	NULL_ARM	LumA	0.5785	4.5689	False	32	MID	AMBIGUOUS_REGIME	43.7633
SIM-10458	ATM	NULL_ARM	LumB	0.3708	4.9084	False	41	MID	AMBIGUOUS_REGIME	11.4608
SIM-10459	ATR	NULL_ARM	Basal	0.4648	4.1722	False	28	MID	AMBIGUOUS_REGIME	32.7048
SIM-10460	NBN	NULL_ARM	LumA	0.3636	2.9603	True	33	MID	AMBIGUOUS_REGIME	21.998
SIM-10461	FANCM	NULL_ARM	LumA	0.4774	2.5684	False	43	MID	AMBIGUOUS_REGIME	30.4783
SIM-10462	ATM	NULL_ARM	Normal-like	0.4119	4.912	True	25	MID	AMBIGUOUS_REGIME	34.551
SIM-10463	CHEK1	NULL_ARM	LumB	0.5328	1.6906	False	47	MID	AMBIGUOUS_REGIME	21.0184
SIM-10464	ATR	NULL_ARM	LumB	0.5473	2.3074	False	48	MID	AMBIGUOUS_REGIME	12.5773
SIM-10465	CHEK2	NULL_ARM	Basal	0.401	1.8367	False	50	MID	NOT_EVALUABLE_REGIME	24.9423
SIM-10466	FANCM	NULL_ARM	LumB	0.5914	2.2034	False	34	MID	NOT_EVALUABLE_REGIME	22.4576
SIM-10467	FANCM	NULL_ARM	LumA	0.4001	1.632	True	40	MID	NOT_EVALUABLE_REGIME	30.66
SIM-10468	CHEK1	NULL_ARM	LumA	0.6092	4.4263	True	33	MID	NOT_EVALUABLE_REGIME	16.5845
SIM-10469	ATM	NULL_ARM	LumA	0.6478	2.4521	False	51	MID	NOT_EVALUABLE_REGIME	23.8777
SIM-10470	NBN	NULL_ARM	LumA	0.4785	2.7315	True	39	MID	NOT_EVALUABLE_REGIME	4.2588
SIM-10471	NBN	NULL_ARM	LumA	0.3751	1.9203	True	41	MID	NOT_EVALUABLE_REGIME	38.5443
SIM-10472	FANCM	NULL_ARM	Basal	0.6184	5.4942	False	38	MID	NOT_EVALUABLE_REGIME	54.5177
SIM-10473	FANCM	NULL_ARM	Basal	0.685	3.5056	True	47	HIGH	LOW	16.1928
SIM-10474	NBN	NULL_ARM	HER2E	0.6604	2.5939	True	35	HIGH	LOW	24.876
SIM-10475	RAD50	NULL_ARM	LumA	0.9347	2.1188	False	43	HIGH	LOW	30.9817
SIM-10476	NBN	NULL_ARM	Basal	0.7633	4.2397	False	30	HIGH	LOW	59.6022
SIM-10477	NBN	NULL_ARM	LumB	0.7085	3.878	False	43	HIGH	LOW	19.5195
SIM-10478	ATM	NULL_ARM	LumB	0.72	3.7514	False	34	HIGH	LOW	26.4654
SIM-10479	CHEK1	NULL_ARM	LumA	0.7612	1.6126	False	33	HIGH	LOW	29.5706
SIM-10480	ATM	NULL_ARM	LumA	0.7192	2.8668	False	43	HIGH	LOW	4.2295
SIM-10481	ATM	NULL_ARM	LumB	0.816	3.3197	False	41	HIGH	LOW	34.1756
SIM-10482	ATR	NULL_ARM	LumB	0.7624	1.7515	False	36	HIGH	LOW	42.7019
SIM-10483	RAD50	NULL_ARM	LumA	0.7952	5.343	False	41	HIGH	LOW	39.6004
SIM-10484	NBN	NULL_ARM	LumA	0.6563	3.0082	False	40	HIGH	LOW	35.6191
SIM-10485	RAD50	NULL_ARM	LumA	0.9029	3.5219	False	43	HIGH	LOW	14.9663
SIM-10486	RAD50	NULL_ARM	LumB	0.9193	2.0237	True	39	HIGH	LOW	31.6098
SIM-10487	NBN	NULL_ARM	LumA	0.8752	2.7237	False	39	HIGH	LOW	16.4635
SIM-10488	ATR	NULL_ARM	Basal	0.6808	3.8335	False	53	HIGH	LOW	16.8147
SIM-10489	ATR	NULL_ARM	LumA	0.7464	3.5246	False	34	HIGH	LOW	10.9361
SIM-10490	ATM	NULL_ARM	LumA	0.6912	3.2431	True	44	HIGH	LOW	9.9279
SIM-10491	CHEK1	NULL_ARM	Basal	0.8222	2.3347	False	42	HIGH	LOW	22.8631
SIM-10492	ATR	NULL_ARM	Basal	0.8145	2.9233	True	43	HIGH	LOW	17.7344
SIM-10493	CHEK1	NULL_ARM	LumB	0.7719	5.0644	True	48	HIGH	LOW	27.7052
SIM-10494	MRE11	NULL_ARM	Basal	0.8691	4.9289	False	24	HIGH	LOW	44.2617
SIM-10495	RAD50	NULL_ARM	HER2E	0.816	5.1336	False	27	HIGH	LOW	37.4201
SIM-10496	FANCM	NULL_ARM	LumB	0.9224	4.4614	False	46	HIGH	LOW	23.3835
SIM-10497	CHEK2	NULL_ARM	LumB	0.8023	1.8397	False	38	HIGH	LOW	23.9603
SIM-10498	CHEK2	NULL_ARM	LumB	0.9353	1.9102	True	29	HIGH	LOW	25.5062
SIM-10499	NBN	NULL_ARM	Basal	0.9468	3.5128	False	50	HIGH	LOW	23.5779
SIM-10500	CHEK1	NULL_ARM	LumB	0.8727	5.1536	True	55	HIGH	LOW	19.0942
SIM-10501	NBN	NULL_ARM	LumB	0.9262	4.4339	False	35	HIGH	LOW	16.4006
SIM-10502	FANCM	NULL_ARM	LumA	0.9154	3.7036	False	51	HIGH	LOW	25.778
SIM-10503	ATM	NULL_ARM	Basal	0.8328	2.1622	False	29	HIGH	LOW	38.5364
SIM-10504	ATM	NULL_ARM	LumA	0.8362	2.0979	True	48	HIGH	LOW	18.7238
SIM-10505	ATM	NULL_ARM	LumB	0.6603	3.9728	True	34	HIGH	LOW	19.0158
SIM-10506	CHEK1	NULL_ARM	Basal	0.8288	3.0101	False	47	HIGH	LOW	57.122
SIM-10507	FANCM	NULL_ARM	LumA	0.655	1.6923	True	49	HIGH	LOW	31.255
SIM-10508	FANCM	NULL_ARM	Basal	0.8361	1.6341	False	41	HIGH	LOW	27.9897
SIM-10509	NBN	NULL_ARM	HER2E	0.659	2.3533	True	45	HIGH	LOW	25.382
SIM-10510	CHEK2	NULL_ARM	LumA	0.7558	3.1368	False	29	HIGH	LOW	12.9145
SIM-10511	CHEK2	NULL_ARM	LumB	0.754	1.7131	False	45	HIGH	LOW	17.8278
SIM-10512	CHEK1	NULL_ARM	Basal	0.7574	2.4218	False	46	HIGH	LOW	37.598
SIM-10513	CHEK1	NULL_ARM	LumB	0.7844	2.4711	False	44	HIGH	LOW	6.0233
SIM-10514	FANCM	NULL_ARM	LumA	0.9087	2.6413	True	54	HIGH	LOW	7.7642
SIM-10515	FANCM	NULL_ARM	Basal	0.9452	1.9202	False	51	HIGH	LOW	33.4242
SIM-10516	CHEK2	NULL_ARM	LumA	0.9463	3.3535	False	51	HIGH	LOW	27.9982
SIM-10517	CHEK1	NULL_ARM	LumA	0.7949	3.0199	True	42	HIGH	LOW	6.1889
SIM-10518	CHEK1	NULL_ARM	LumB	0.8742	2.232	True	43	HIGH	LOW	15.6041
SIM-10519	ATR	NULL_ARM	LumA	0.7961	3.1782	True	50	HIGH	LOW	43.4974
SIM-10520	ATM	NULL_ARM	HER2E	0.8386	2.7664	True	41	HIGH	LOW	3.618
SIM-10521	CHEK2	NULL_ARM	LumA	0.7117	3.6042	False	51	HIGH	LOW	24.7372
SIM-10522	ATM	NULL_ARM	Basal	0.7419	4.1261	False	42	HIGH	LOW	29.9325
SIM-10523	ATR	NULL_ARM	LumA	0.7532	5.3091	True	29	HIGH	LOW	20.7989
SIM-10524	FANCM	NULL_ARM	Basal	0.9155	4.3224	False	45	HIGH	LOW	32.7734
SIM-10525	NBN	NULL_ARM	LumA	0.8447	2.5897	False	42	HIGH	LOW	45.5224
SIM-10526	FANCM	NULL_ARM	HER2E	0.685	2.4315	False	36	HIGH	LOW	14.4237
SIM-10527	CHEK1	NULL_ARM	Basal	0.8942	2.5765	False	46	HIGH	LOW	60.837
SIM-10528	ATM	NULL_ARM	HER2E	0.7694	2.4638	True	39	HIGH	LOW	20.306
SIM-10529	FANCM	NULL_ARM	Normal-like	0.6772	4.2539	False	35	HIGH	LOW	37.3409
SIM-10530	MRE11	NULL_ARM	LumB	0.6998	3.2136	True	49	HIGH	LOW	12.9268
SIM-10531	NBN	NULL_ARM	LumB	0.903	1.7868	False	38	HIGH	LOW	22.0217
SIM-10532	CHEK2	NULL_ARM	LumA	0.9207	3.1654	False	34	HIGH	LOW	27.0174
SIM-10533	FANCM	NULL_ARM	LumA	0.6652	5.4771	False	26	HIGH	LOW	24.8938
SIM-10534	FANCM	NULL_ARM	LumB	0.7243	4.0187	False	50	HIGH	LOW	51.5767
SIM-10535	RAD50	NULL_ARM	LumB	0.8306	2.0195	False	33	HIGH	LOW	44.2901
SIM-10536	CHEK2	NULL_ARM	HER2E	0.8016	3.2531	True	43	HIGH	LOW	12.8132
SIM-10537	NBN	NULL_ARM	LumB	0.6829	4.9205	False	41	HIGH	LOW	39.5716
SIM-10538	FANCM	NULL_ARM	Basal	0.9237	1.6416	True	31	HIGH	LOW	33.3423
SIM-10539	MRE11	NULL_ARM	Basal	0.9343	2.1325	False	35	HIGH	LOW	32.9779
SIM-10540	RAD50	NULL_ARM	LumA	0.8933	4.0241	False	38	HIGH	LOW	31.9797
SIM-10541	NBN	NULL_ARM	LumA	0.7707	2.603	False	32	HIGH	LOW	36.3904
SIM-10542	ATM	NULL_ARM	LumA	0.8631	4.8528	False	41	HIGH	LOW	31.2987
SIM-10543	CHEK1	NULL_ARM	Basal	0.7916	2.8677	True	36	HIGH	LOW	33.759
SIM-10544	RAD50	NULL_ARM	LumB	0.7301	4.7183	False	32	HIGH	LOW	19.1132
SIM-10545	MRE11	NULL_ARM	LumB	0.8805	2.9502	False	55	HIGH	LOW	42.8015
SIM-10546	ATR	NULL_ARM	LumA	0.6858	2.6445	True	38	HIGH	LOW	35.5551
SIM-10547	ATR	NULL_ARM	LumA	0.8417	3.258	False	37	HIGH	LOW	19.3558
SIM-10548	MRE11	NULL_ARM	LumA	0.6738	4.6859	True	45	HIGH	LOW	25.4102
SIM-10549	ATM	NULL_ARM	LumA	0.9155	3.0975	True	50	HIGH	LOW	22.4991
SIM-10550	RAD50	NULL_ARM	HER2E	0.8661	5.2121	True	44	HIGH	LOW	40.5372
SIM-10551	NBN	NULL_ARM	Basal	0.6764	3.1188	False	41	HIGH	LOW	29.1984
SIM-10552	ATR	NULL_ARM	LumB	0.9297	2.0695	False	23	HIGH	LOW	36.0893
SIM-10553	CHEK2	NULL_ARM	HER2E	0.6513	5.4303	False	36	HIGH	LOW	18.1675
SIM-10554	ATM	NULL_ARM	Normal-like	0.9419	4.3061	False	50	HIGH	LOW	19.0049
SIM-10555	MRE11	NULL_ARM	Basal	0.6804	5.3344	True	19	HIGH	LOW	39.1474
SIM-10556	ATR	NULL_ARM	LumA	0.9012	3.1915	False	49	HIGH	LOW	29.9141
SIM-10557	CHEK1	NULL_ARM	LumA	0.7196	3.1023	False	59	HIGH	LOW	42.8788
SIM-10558	NBN	NULL_ARM	Basal	0.7613	1.8553	True	33	HIGH	LOW	57.4613
SIM-10559	CHEK1	NULL_ARM	HER2E	0.7325	4.9878	True	23	HIGH	LOW	40.9643
SIM-10560	RAD50	NULL_ARM	LumA	0.811	1.7617	False	53	HIGH	LOW	12.9208
SIM-10561	FANCM	NULL_ARM	LumA	0.6864	5.0968	True	28	HIGH	LOW	3.0222
SIM-10562	RAD50	NULL_ARM	LumA	0.7986	3.2241	False	29	HIGH	LOW	17.0093
SIM-10563	CHEK2	NULL_ARM	LumA	0.7284	4.061	False	46	HIGH	LOW	31.367
SIM-10564	MRE11	NULL_ARM	LumA	0.6691	3.6479	False	34	HIGH	LOW	38.564
SIM-10565	CHEK1	NULL_ARM	LumB	0.7766	4.5169	False	48	HIGH	LOW	37.0113
SIM-10566	MRE11	NULL_ARM	LumB	0.686	2.472	False	58	HIGH	LOW	46.2689
SIM-10567	CHEK2	NULL_ARM	Basal	0.8603	3.0673	True	44	HIGH	LOW	56.716
SIM-10568	CHEK1	NULL_ARM	LumA	0.6796	2.7963	False	43	HIGH	LOW	38.3063
SIM-10569	MRE11	NULL_ARM	LumB	0.9222	5.1475	False	45	HIGH	LOW	18.0979
SIM-10570	ATR	NULL_ARM	LumA	0.7915	3.2778	True	58	HIGH	LOW	35.9386
SIM-10571	MRE11	NULL_ARM	LumB	0.8517	1.5979	False	42	HIGH	LOW	21.9044
SIM-10572	CHEK1	NULL_ARM	LumA	0.7917	5.1792	False	49	HIGH	LOW	27.5887
SIM-10573	CHEK2	NULL_ARM	LumA	0.8913	2.2925	True	52	HIGH	LOW	26.9468
SIM-10574	CHEK1	NULL_ARM	Basal	0.7074	3.9851	True	43	HIGH	LOW	39.75
SIM-10575	MRE11	NULL_ARM	Basal	0.9027	4.4649	True	48	HIGH	LOW	61.9747
SIM-10576	FANCM	NULL_ARM	LumA	0.7245	5.1851	False	55	HIGH	LOW	32.0453
SIM-10577	FANCM	NULL_ARM	LumA	0.9409	4.5227	False	38	HIGH	LOW	29.6279
SIM-10578	RAD50	NULL_ARM	LumA	0.7528	2.1266	True	52	HIGH	LOW	19.6532
SIM-10579	RAD50	NULL_ARM	Basal	0.8575	3.8156	False	30	HIGH	LOW	36.2776
SIM-10580	NBN	NULL_ARM	LumA	0.9367	3.9038	True	54	HIGH	LOW	32.0813
SIM-10581	NBN	NULL_ARM	LumA	0.7532	2.8991	False	47	HIGH	LOW	37.395
SIM-10582	RAD50	NULL_ARM	LumA	0.9037	5.3653	True	44	HIGH	LOW	12.2057
SIM-10583	NBN	NULL_ARM	LumB	0.73	1.6505	True	56	HIGH	LOW	12.3004
