Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
SIM-05429	45	0.683	43.98	97.733%	5.873	73.993%	0.87963	0.469
SIM-05430	85	0.813	66.954	78.769%	8.452	58.186%	0.56029	0.689
SIM-05431	63	0.783	53.61	85.095%	6.962	62.27%	0.72289	0.652
SIM-05432	63	0.724	56.113	89.068%	7.097	69.26%	0.67994	0.473
SIM-05433	71	0.748	65.167	91.785%	9.096	69.559%	0.82934	0.63
SIM-05434	58	0.708	55.801	96.209%	7.772	71.547%	0.88495	0.551
SIM-05435	69	0.788	57.865	83.862%	7.675	61.647%	0.6601	0.665
SIM-05436	55	0.693	55.41	100.745%	7.32	72.126%	0.79315	0.502
SIM-05437	42	0.672	46.498	110.71%	6.79	74.085%	0.99628	0.546
SIM-05438	72	0.797	53.937	74.912%	6.948	61.412%	0.55924	0.627
SIM-05439	55	0.745	49.508	90.015%	6.756	67.225%	0.88859	0.6
SIM-05440	37	0.568	46.136	124.692%	6.576	82.85%	1.2862	0.369
SIM-05441	55	0.673	53.254	96.825%	6.837	75.046%	0.83464	0.393
SIM-05442	69	0.799	55.211	80.016%	6.997	60.672%	0.65013	0.658
SIM-05443	76	0.714	68.985	90.77%	9.668	70.139%	0.71484	0.533
SIM-05444	51	0.782	42.353	83.045%	5.608	62.311%	0.67847	0.646
SIM-05445	30	0.667	38.27	127.567%	5.163	74.521%	1.19696	0.557
SIM-05446	69	0.781	56.934	82.513%	7.311	62.462%	0.64855	0.624
SIM-05447	62	0.759	53.079	85.611%	6.883	65.627%	0.71429	0.589
SIM-05448	67	0.732	55.266	82.487%	7.939	68.328%	0.65492	0.543
SIM-05449	51	0.71	50.207	98.445%	6.451	70.809%	0.8573	0.524
SIM-05450	62	0.684	60.821	98.098%	8.318	73.521%	0.91522	0.488
SIM-05451	32	0.644	35.488	110.9%	5.318	76.759%	1.08606	0.502
SIM-05452	45	0.665	46.126	102.502%	6.167	75.342%	0.9737	0.452
SIM-05453	52	0.721	49.722	95.619%	6.864	69.337%	0.76443	0.57
SIM-05454	79	0.719	73.045	92.462%	9.393	69.818%	0.72608	0.507
SIM-05455	41	0.651	44.731	109.1%	5.736	75.975%	0.92786	0.416
SIM-05456	51	0.772	47.033	92.222%	6.718	64.945%	0.83475	0.685
SIM-05457	55	0.763	54.757	99.558%	7.574	64.709%	0.82874	0.676
SIM-05458	56	0.607	61.324	109.507%	7.856	80.18%	0.95528	0.277
SIM-05459	70	0.753	56.229	80.327%	7.518	66.45%	0.61534	0.547
SIM-05460	35	0.592	43.114	123.183%	5.868	80.603%	1.09566	0.383
SIM-05461	67	0.704	64.491	96.255%	8.151	71.216%	0.80578	0.474
SIM-05462	55	0.662	57.548	104.633%	7.632	75.2%	0.86442	0.446
SIM-05463	49	0.777	44.287	90.382%	5.548	63.225%	0.71994	0.645
SIM-05464	40	0.583	47.42	118.55%	6.846	88.381%	1.38601	0.407
SIM-05465	81	0.859	52.083	64.3%	6.593	51.64%	0.43617	0.745
SIM-05466	57	0.662	57.58	101.018%	7.771	75.837%	0.83944	0.442
SIM-05467	71	0.676	69.258	97.546%	8.881	73.753%	0.7895	0.391
SIM-05468	80	0.673	77.085	96.356%	10.219	75.335%	0.8289	0.425
SIM-05469	51	0.738	45.352	88.925%	6.288	68.203%	0.79596	0.587
SIM-05470	49	0.67	52.055	106.235%	6.773	75.256%	0.95166	0.473
SIM-05471	52	0.744	45.379	87.267%	5.913	66.952%	0.72752	0.551
SIM-05472	56	0.666	56.028	100.05%	7.111	75.804%	0.85175	0.393
SIM-05473	54	0.719	51.221	94.854%	6.755	71.204%	0.80076	0.548
SIM-05474	59	0.807	47.365	80.28%	6.189	59.28%	0.58787	0.694
SIM-05475	18	0.64	21.74	120.778%	3.448	77.1%	1.37185	0.541
SIM-05476	56	0.747	53.179	94.962%	7.843	67.253%	0.8383	0.651
SIM-05477	45	0.654	48.684	108.187%	6.38	75.717%	0.93865	0.436
SIM-05478	59	0.764	55.33	93.78%	6.985	64.576%	0.69434	0.63
SIM-05479	50	0.674	51.736	103.472%	6.574	74.436%	0.88823	0.442
SIM-05480	36	0.551	44.92	124.778%	6.134	83.473%	1.21582	0.27
SIM-05481	68	0.77	57.484	84.535%	7.399	63.918%	0.62255	0.607
SIM-05482	51	0.661	50.282	98.592%	6.725	76.638%	0.90769	0.415
SIM-05483	65	0.845	43.807	67.395%	5.794	53.566%	0.53518	0.738
SIM-05484	51	0.701	51.715	101.402%	7.334	71.573%	0.94511	0.564
SIM-05485	81	0.797	59.129	72.999%	8.192	60.557%	0.54693	0.649
SIM-05486	40	0.589	46.695	116.738%	6.532	85.769%	1.22943	0.391
SIM-05487	45	0.703	45.353	100.784%	5.739	71.184%	0.81314	0.509
SIM-05488	72	0.803	59.552	82.711%	7.752	59.808%	0.60595	0.692
SIM-05489	59	0.623	60.26	102.136%	8.164	79.672%	0.93085	0.336
SIM-05490	57	0.814	45.286	79.449%	5.775	58.041%	0.63557	0.699
SIM-05491	77	0.725	72.911	94.69%	9.817	68.902%	0.73676	0.564
SIM-05492	43	0.721	41.849	97.323%	6.008	69.374%	0.91237	0.597
SIM-05493	68	0.769	58.874	86.579%	7.472	64.548%	0.72252	0.61
SIM-05494	62	0.685	62.095	100.153%	8.67	76.041%	1.00181	0.525
SIM-05495	59	0.651	58.758	99.59%	7.662	76.24%	0.84395	0.346
SIM-05496	82	0.797	62.462	76.173%	7.62	61.009%	0.52827	0.597
SIM-05497	48	0.672	51.646	107.596%	6.568	74.368%	0.95415	0.466
SIM-05498	62	0.742	53.996	87.09%	8.107	67.094%	0.77475	0.616
SIM-05499	64	0.788	53.999	84.373%	7.199	61.731%	0.67937	0.671
SIM-05500	49	0.702	52.959	108.08%	7.707	72.501%	1.06229	0.6
SIM-05501	49	0.68	55.497	113.259%	7.81	73.47%	1.05098	0.559
SIM-05502	72	0.769	60.434	83.936%	7.733	63.999%	0.62167	0.593
SIM-05503	44	0.784	39.479	89.725%	5.29	62.343%	0.78215	0.684
SIM-05504	45	0.668	45.981	102.18%	6.334	75.171%	0.91709	0.477
SIM-05505	72	0.78	55.726	77.397%	7.539	63.266%	0.61099	0.619
SIM-05506	70	0.65	74.312	106.16%	9.846	75.964%	0.89647	0.414
SIM-05507	74	0.67	70.218	94.889%	9.27	78.346%	0.92515	0.41
SIM-05508	58	0.708	53.546	92.321%	6.744	71.088%	0.76761	0.451
SIM-05509	82	0.778	63.457	77.387%	8.015	63.364%	0.53931	0.562
SIM-05510	67	0.684	64.871	96.822%	8.541	72.971%	0.80132	0.438
SIM-05511	60	0.691	60.064	100.107%	7.673	72.503%	0.84109	0.468
SIM-05512	55	0.779	40.824	74.225%	5.612	63.14%	0.62455	0.599
SIM-05513	55	0.698	57.24	104.073%	7.059	72.424%	0.93262	0.501
SIM-05514	65	0.723	56.339	86.675%	7.142	69.044%	0.65544	0.436
SIM-05515	57	0.707	55.948	98.154%	7.715	70.723%	0.78783	0.549
SIM-05516	59	0.667	62.225	105.466%	7.94	74.693%	0.90018	0.437
SIM-05517	57	0.693	57.454	100.796%	7.758	72.981%	0.85418	0.524
SIM-05518	67	0.798	52.898	78.952%	6.897	61.201%	0.60258	0.664
SIM-05519	52	0.686	51.665	99.356%	6.903	73.586%	0.85765	0.491
SIM-05520	81	0.748	66.704	82.351%	8.506	66.624%	0.58667	0.499
SIM-05521	67	0.75	57.994	86.558%	7.687	66.159%	0.66803	0.575
SIM-05522	51	0.663	52.648	103.231%	7.537	74.996%	0.96379	0.486
SIM-05523	71	0.773	60.192	84.777%	8.248	63.825%	0.69829	0.648
SIM-05524	60	0.673	57.1	95.167%	7.794	74.313%	0.74789	0.425
SIM-05525	78	0.764	64.678	82.921%	9.075	64.821%	0.60651	0.623
SIM-05526	54	0.763	54.38	100.704%	8.12	64.599%	0.95905	0.695
SIM-05527	38	0.657	41.916	110.305%	5.883	77.248%	1.07961	0.507
SIM-05528	78	0.746	66.363	85.081%	8.477	66.602%	0.61499	0.521
SIM-05529	73	0.827	51.527	70.585%	6.719	56.187%	0.5022	0.696
SIM-05530	38	0.665	40.554	106.721%	5.708	74.95%	0.98637	0.503
SIM-05531	60	0.745	51.224	85.373%	6.465	66.681%	0.6525	0.51
SIM-05532	75	0.754	61.628	82.171%	8.078	65.738%	0.60991	0.544
SIM-05533	72	0.741	61.819	85.86%	8.153	67.475%	0.68872	0.543
SIM-05534	53	0.671	53.031	100.058%	6.935	76.122%	0.84681	0.442
SIM-05535	57	0.732	53.271	93.458%	7.052	68.174%	0.73536	0.566
SIM-05536	51	0.654	55.487	108.798%	7.19	76.214%	0.98524	0.437
SIM-05537	69	0.82	50.237	72.807%	6.714	57.362%	0.58448	0.699
SIM-05538	54	0.708	54.51	100.944%	6.663	71.028%	0.81225	0.5
SIM-05539	70	0.709	67.94	97.057%	8.295	70.612%	0.76287	0.464
SIM-05540	65	0.774	55.95	86.077%	7.521	63.338%	0.64207	0.646
SIM-05541	28	0.632	33.257	118.775%	4.655	77.583%	1.16656	0.473
SIM-05542	66	0.737	56.989	86.347%	7.354	67.699%	0.70411	0.513
SIM-05543	47	0.75	44.835	95.394%	5.729	66.153%	0.77345	0.609
SIM-05544	83	0.816	58.673	70.69%	7.921	57.924%	0.43783	0.677
SIM-05545	73	0.657	70.039	95.944%	9.214	75.484%	0.77097	0.32
SIM-05546	63	0.776	54.403	86.354%	7.39	63.137%	0.65441	0.655
SIM-05547	52	0.741	49.369	94.94%	6.643	67.8%	0.85159	0.609
SIM-05548	42	0.726	44.372	105.648%	6.022	69.077%	0.97164	0.617
SIM-05549	55	0.768	50.435	91.7%	6.759	64.739%	0.82439	0.656
SIM-05550	49	0.666	48.218	98.404%	6.657	74.897%	0.87839	0.441
SIM-05551	60	0.768	52.255	87.092%	7.362	64.078%	0.68837	0.653
SIM-05552	46	0.733	47.494	103.248%	6.565	72.498%	0.96746	0.632
SIM-05553	68	0.708	63.975	94.081%	8.473	71.104%	0.73104	0.507
SIM-05554	49	0.717	49.846	101.727%	6.362	69.832%	0.89996	0.553
SIM-05555	36	0.653	36.513	101.425%	5.049	77.908%	0.97239	0.442
SIM-05556	72	0.796	62.184	86.367%	8.22	60.931%	0.7294	0.696
SIM-05557	75	0.787	60.676	80.901%	7.769	63.223%	0.63836	0.636
SIM-05558	73	0.794	57.211	78.371%	7.672	60.843%	0.60882	0.657
SIM-05559	69	0.828	53.96	78.203%	7.388	57.17%	0.61363	0.749
SIM-05560	72	0.756	59.762	83.003%	7.779	65.745%	0.67768	0.555
SIM-05561	65	0.821	60.5	93.077%	7.6	57.125%	0.7767	0.752
SIM-05562	57	0.758	53.586	94.011%	6.944	65.324%	0.81904	0.627
SIM-05563	70	0.738	61.142	87.346%	8.048	67.537%	0.63513	0.538
SIM-05564	82	0.781	68.419	83.438%	8.872	62.423%	0.63152	0.636
SIM-05565	70	0.756	60.682	86.689%	8.341	65.533%	0.66671	0.614
SIM-05566	67	0.734	60.465	90.246%	8.148	68.619%	0.73389	0.569
SIM-05567	53	0.758	46.414	87.574%	6.347	66.535%	0.80734	0.626
SIM-05568	73	0.774	63.088	86.422%	8.387	63.4%	0.66556	0.643
SIM-05569	59	0.723	53.296	90.332%	7.222	69.818%	0.73759	0.54
SIM-05570	75	0.762	62.101	82.801%	7.969	64.851%	0.64189	0.562
SIM-05571	87	0.797	68.911	79.208%	9.071	60.473%	0.60479	0.664
SIM-05572	64	0.808	53.42	83.469%	6.981	59.862%	0.64108	0.711
SIM-05573	17	0.444	24.787	145.806%	4.369	91.1%	1.65493	0.304
SIM-05574	67	0.709	56.195	83.873%	7.318	70.746%	0.70382	0.366
SIM-05575	58	0.709	54.677	94.271%	7.339	70.62%	0.80966	0.518
SIM-05576	37	0.687	39.081	105.624%	4.997	72.889%	0.93078	0.499
SIM-05577	69	0.79	54.305	78.703%	7.009	61.711%	0.59531	0.629
SIM-05578	73	0.767	59.092	80.948%	7.618	64.155%	0.58559	0.567
SIM-05579	80	0.752	66.031	82.539%	8.423	66.59%	0.60695	0.527
SIM-05580	59	0.781	49.924	84.617%	6.554	62.776%	0.72461	0.649
SIM-05581	63	0.73	57.217	90.821%	8.13	68.467%	0.77322	0.583
SIM-05582	79	0.741	72.164	91.347%	9.34	68.669%	0.77865	0.576
SIM-05583	44	0.722	38.946	88.514%	5.987	69.597%	0.80943	0.591
SIM-05584	48	0.663	52.445	109.26%	6.713	75.054%	0.9238	0.454
SIM-05585	47	0.741	45.213	96.198%	6.113	67.099%	0.91324	0.614
SIM-05586	60	0.768	52.114	86.857%	7.001	65.003%	0.76687	0.638
SIM-05587	85	0.729	78.413	92.251%	10.405	68.46%	0.77733	0.554
SIM-05588	58	0.676	58.238	100.41%	7.589	73.711%	0.84871	0.438
SIM-05589	55	0.684	56.822	103.313%	7.49	73.801%	0.87237	0.499
SIM-05590	68	0.815	55.142	81.091%	7.072	58.131%	0.62417	0.711
SIM-05591	49	0.756	41.034	83.743%	5.527	65.593%	0.77672	0.584
SIM-05592	75	0.764	63.993	85.324%	8.688	64.937%	0.6782	0.623
SIM-05593	54	0.654	57.358	106.219%	7.272	75.816%	0.87956	0.389
SIM-05594	53	0.76	45.991	86.775%	6.163	65.328%	0.74192	0.614
SIM-05595	40	0.709	37.462	93.655%	5.119	70.988%	0.89774	0.529
SIM-05596	49	0.676	51.271	104.635%	6.996	74.157%	0.94625	0.504
SIM-05597	76	0.77	58.477	76.943%	7.581	64.534%	0.56527	0.546
SIM-05598	54	0.703	49.671	91.983%	6.892	71.086%	0.73157	0.504
SIM-05599	47	0.685	49.848	106.06%	6.59	73.222%	0.92207	0.516
SIM-05600	64	0.77	58.892	92.019%	7.872	65.149%	0.83526	0.663
SIM-05601	63	0.813	48.04	76.254%	6.224	58.55%	0.58616	0.686
SIM-05602	36	0.532	43.335	120.375%	5.827	87.845%	1.29425	0.229
SIM-05603	82	0.8	59.97	73.134%	7.55	60.065%	0.51927	0.597
SIM-05604	26	0.606	31.737	122.065%	4.641	79.592%	1.17187	0.45
SIM-05605	48	0.713	48.368	100.767%	6.582	70.164%	0.87416	0.569
SIM-05606	58	0.689	55.863	96.316%	7.811	72.523%	0.79061	0.499
SIM-05607	53	0.737	48.066	90.691%	6.453	67.646%	0.70801	0.574
SIM-05608	93	0.797	71.863	77.272%	9.057	60.38%	0.52245	0.626
SIM-05609	58	0.736	54.834	94.541%	7.17	68.363%	0.77507	0.583
SIM-05610	49	0.696	51.502	105.106%	7.294	71.87%	0.85397	0.565
SIM-05611	58	0.724	57.562	99.245%	7.839	69.835%	0.89972	0.593
SIM-05612	66	0.732	57.709	87.438%	7.996	68.565%	0.69439	0.559
SIM-05613	50	0.682	49.893	99.786%	6.541	73.131%	0.83028	0.456
SIM-05614	46	0.668	45.502	98.917%	6.487	74.411%	0.84952	0.47
SIM-05615	70	0.761	55.151	78.787%	7.472	65.035%	0.6366	0.565
SIM-05616	57	0.755	51.27	89.947%	6.57	66.031%	0.68055	0.596
SIM-05617	80	0.793	62.253	77.816%	8.583	62.268%	0.60627	0.669
SIM-05618	37	0.634	42.187	114.019%	5.755	77.6%	1.10275	0.447
SIM-05619	78	0.811	61.44	78.769%	8.529	59.424%	0.59019	0.718
SIM-05620	60	0.737	54.234	90.39%	7.344	67.607%	0.71354	0.575
SIM-05621	70	0.739	60.315	86.164%	7.305	67.825%	0.62642	0.458
SIM-05622	44	0.688	47.54	108.045%	5.984	72.567%	0.9039	0.501
SIM-05623	70	0.737	61.626	88.037%	7.983	68.963%	0.78452	0.54
SIM-05624	66	0.743	56.306	85.312%	7.728	67.264%	0.67844	0.571
SIM-05625	69	0.694	64.777	93.88%	8.361	71.96%	0.71191	0.426
SIM-05626	45	0.701	50.35	111.889%	6.343	71.364%	0.99085	0.554
SIM-05627	51	0.731	48.835	95.755%	6.517	68.317%	0.83324	0.582
SIM-05628	25	0.679	33.255	133.02%	5.458	73.596%	1.36759	0.624
SIM-05629	56	0.738	48.184	86.043%	6.343	67.617%	0.70724	0.532
SIM-05630	31	0.646	31.957	103.087%	6.251	76.368%	1.33746	0.561
SIM-05631	80	0.783	59.591	74.489%	7.58	63.61%	0.55215	0.561
SIM-05632	43	0.605	48.225	112.151%	6.83	79.939%	1.13548	0.384
SIM-05633	53	0.694	52.271	98.625%	6.744	72.303%	0.87229	0.478
SIM-05634	65	0.693	62.468	96.105%	8.139	72.222%	0.77229	0.456
SIM-05635	49	0.739	43.535	88.847%	6.215	67.411%	0.84752	0.599
SIM-05636	57	0.727	55.355	97.114%	7.248	68.795%	0.8462	0.57
SIM-05637	57	0.663	57.823	101.444%	8.569	74.868%	0.89629	0.495
SIM-05638	41	0.687	40.444	98.644%	5.198	72.787%	0.82764	0.451
SIM-05639	44	0.768	40.281	91.548%	5.364	64.112%	0.81583	0.65
SIM-05640	55	0.616	59.21	107.655%	8.39	81.878%	0.95038	0.407
SIM-05641	87	0.869	55.415	63.695%	7.167	49.575%	0.44999	0.779
SIM-05642	41	0.667	41.621	101.515%	6.189	74.507%	0.99865	0.506
SIM-05643	58	0.768	51.145	88.181%	6.277	64.064%	0.66615	0.595
SIM-05644	69	0.723	64.684	93.745%	8.831	69.17%	0.75642	0.561
SIM-05645	56	0.722	54.416	97.171%	7.014	70.852%	0.82452	0.557
SIM-05646	66	0.756	56.873	86.171%	7.448	65.832%	0.66049	0.589
SIM-05647	31	0.659	34.907	112.603%	4.583	75.344%	1.01946	0.479
SIM-05648	50	0.657	51.159	102.318%	6.954	75.874%	0.89012	0.435
SIM-05649	50	0.802	45.375	90.75%	5.98	59.8%	0.76467	0.721
SIM-05650	61	0.666	62.608	102.636%	8.535	74.571%	0.85676	0.46
SIM-05651	57	0.792	45.928	80.575%	6.14	61.095%	0.61883	0.663
SIM-05652	64	0.786	54.363	84.942%	7.119	61.963%	0.63536	0.662
SIM-05653	59	0.745	51.752	87.715%	6.49	67.298%	0.7335	0.535
SIM-05654	59	0.702	55.564	94.176%	7.86	72.053%	0.86936	0.536
SIM-05655	82	0.762	65.138	79.437%	8.97	64.735%	0.62052	0.585
SIM-05656	44	0.709	47.898	108.859%	6.461	71.35%	1.08487	0.591
SIM-05657	61	0.685	57.084	93.58%	7.674	72.838%	0.75885	0.432
SIM-05658	77	0.713	64.622	83.925%	8.629	71.171%	0.65531	0.435
SIM-05659	63	0.682	61.212	97.162%	8.462	73.375%	0.81313	0.48
SIM-05660	45	0.629	49.211	109.358%	6.401	78.201%	0.97778	0.366
SIM-05661	66	0.766	54.661	82.82%	7.832	64.379%	0.66485	0.637
SIM-05662	72	0.728	62.547	86.871%	8.056	69.593%	0.65726	0.494
SIM-05663	60	0.75	51.658	86.097%	6.379	67.241%	0.66621	0.528
SIM-05664	57	0.784	49.146	86.221%	6.554	62.208%	0.7443	0.668
SIM-05665	39	0.72	42.113	107.982%	5.77	69.463%	1.03245	0.612
SIM-05666	52	0.66	55.661	107.04%	6.972	75.181%	0.91316	0.402
SIM-05667	72	0.761	59.572	82.739%	7.563	64.852%	0.5737	0.551
SIM-05668	57	0.727	55.936	98.133%	7.621	68.716%	0.7867	0.591
SIM-05669	67	0.766	56.518	84.355%	7.542	64.436%	0.65434	0.615
SIM-05670	54	0.684	57.607	106.68%	7.437	75.125%	0.97031	0.513
SIM-05671	75	0.762	64.006	85.341%	8.424	64.8%	0.65618	0.601
SIM-05672	70	0.717	63.622	90.889%	8.66	71.185%	0.73582	0.535
SIM-05673	62	0.763	56.183	90.618%	7.57	65.395%	0.75367	0.642
SIM-05674	75	0.799	59.901	79.868%	7.533	60.12%	0.59801	0.651
SIM-05675	63	0.754	56.851	90.24%	7.521	65.711%	0.73309	0.608
SIM-05676	44	0.607	55.099	125.225%	7.649	79.746%	1.24889	0.443
SIM-05677	75	0.742	64.956	86.608%	8.567	69.26%	0.6673	0.561
SIM-05678	69	0.773	57.59	83.464%	8.017	63.579%	0.76458	0.647
SIM-05679	46	0.663	48.165	104.707%	6.356	75.969%	0.93705	0.455
SIM-05680	54	0.753	51.04	94.519%	7.093	65.857%	0.85298	0.644
SIM-05681	51	0.689	51.894	101.753%	7.171	75.173%	0.96864	0.535
SIM-05682	74	0.754	62.18	84.027%	8.361	66.942%	0.68476	0.585
SIM-05683	57	0.697	58.681	102.949%	7.957	71.746%	0.8692	0.538
SIM-05684	57	0.732	51.92	91.088%	6.951	69.86%	0.75358	0.568
SIM-05685	68	0.679	61.79	90.868%	8.838	74.695%	0.81135	0.457
SIM-05686	81	0.773	63.766	78.723%	8.245	63.423%	0.5614	0.57
SIM-05687	90	0.849	63.273	70.303%	8.365	52.905%	0.49099	0.76
SIM-05688	54	0.706	51.588	95.533%	7.018	72.385%	0.89683	0.534
SIM-05689	61	0.751	55.217	90.52%	7.384	66.045%	0.71632	0.607
SIM-05690	42	0.65	46.0	109.524%	6.512	76.745%	1.12292	0.487
SIM-05691	53	0.748	46.104	86.989%	5.982	67.303%	0.63635	0.565
SIM-05692	51	0.71	45.302	88.827%	6.601	70.77%	0.79314	0.535
SIM-05693	53	0.729	49.829	94.017%	6.611	69.302%	0.86139	0.571
SIM-05694	57	0.701	54.507	95.626%	7.323	72.156%	0.7457	0.509
SIM-05695	63	0.733	56.988	90.457%	7.482	68.018%	0.71241	0.547
SIM-05696	49	0.698	51.88	105.878%	6.286	71.636%	0.89997	0.491
SIM-05697	77	0.846	51.941	67.456%	7.187	53.421%	0.51365	0.753
SIM-05698	63	0.704	55.932	88.781%	7.692	71.728%	0.66138	0.481
SIM-05699	49	0.736	45.267	92.382%	5.871	67.792%	0.84622	0.561
SIM-05700	84	0.848	56.46	67.214%	6.929	53.143%	0.42593	0.715
SIM-05701	84	0.832	62.358	74.236%	8.112	55.452%	0.50528	0.73
SIM-05702	74	0.796	62.219	84.08%	7.849	60.556%	0.65422	0.669
SIM-05703	49	0.784	48.704	99.396%	6.086	63.109%	0.91025	0.693
SIM-05704	58	0.764	51.538	88.859%	6.977	64.78%	0.72565	0.638
SIM-05705	61	0.757	51.584	84.564%	6.343	65.774%	0.6704	0.529
SIM-05706	52	0.771	43.205	83.087%	5.624	63.679%	0.67666	0.605
SIM-05707	70	0.784	61.539	87.913%	7.594	63.727%	0.66577	0.649
SIM-05708	63	0.779	51.444	81.657%	6.432	63.376%	0.6501	0.597
SIM-05709	76	0.786	58.043	76.372%	7.89	61.99%	0.54024	0.63
SIM-05710	62	0.678	60.763	98.005%	8.361	73.901%	0.88593	0.473
SIM-05711	75	0.707	69.97	93.293%	9.28	71.811%	0.7974	0.506
SIM-05712	54	0.685	58.58	108.481%	7.874	73.108%	0.96895	0.534
SIM-05713	78	0.839	53.348	68.395%	7.47	54.481%	0.48858	0.744
SIM-05714	53	0.732	49.673	93.723%	6.499	68.128%	0.75008	0.564
SIM-05715	43	0.8	32.206	74.898%	4.409	60.562%	0.69153	0.667
SIM-05716	40	0.735	41.888	104.72%	5.426	67.825%	0.89434	0.615
SIM-05717	70	0.763	56.221	80.316%	7.249	65.629%	0.6593	0.556
SIM-05718	79	0.747	67.578	85.542%	8.953	67.295%	0.69641	0.565
SIM-05719	68	0.729	62.797	92.349%	8.516	68.624%	0.80063	0.569
SIM-05720	46	0.665	48.327	105.059%	6.693	75.783%	0.97161	0.49
SIM-05721	77	0.77	65.813	85.471%	9.153	64.56%	0.67658	0.649
SIM-05722	50	0.669	51.731	103.462%	6.96	75.052%	0.89991	0.473
SIM-05723	69	0.703	61.993	89.845%	8.199	71.094%	0.69053	0.441
SIM-05724	53	0.676	58.137	109.692%	7.354	74.669%	0.98328	0.491
SIM-05725	62	0.612	63.353	102.182%	10.087	79.745%	0.94241	0.423
SIM-05726	50	0.766	43.343	86.686%	6.439	64.39%	0.87024	0.664
SIM-05727	73	0.718	64.052	87.742%	8.263	69.587%	0.64951	0.45
SIM-05728	78	0.784	58.944	75.569%	7.862	62.155%	0.57493	0.606
SIM-05729	70	0.741	62.005	88.579%	8.231	67.658%	0.71526	0.566
SIM-05730	74	0.841	54.681	73.893%	7.154	55.526%	0.58131	0.753
SIM-05731	56	0.769	50.637	90.423%	7.187	64.027%	0.77128	0.671
SIM-05732	51	0.743	49.105	96.284%	6.477	67.163%	0.79705	0.611
SIM-05733	66	0.759	57.742	87.488%	7.455	65.385%	0.70429	0.596
SIM-05734	73	0.806	56.054	76.786%	7.101	59.801%	0.5848	0.658
SIM-05735	77	0.79	59.631	77.443%	7.463	61.554%	0.56564	0.599
SIM-05736	77	0.801	57.82	75.091%	7.556	59.923%	0.58014	0.646
SIM-05737	57	0.789	45.685	80.149%	6.233	61.416%	0.62086	0.662
SIM-05738	70	0.763	55.94	79.914%	7.438	64.739%	0.61494	0.569
SIM-05739	49	0.691	53.864	109.927%	7.854	72.61%	1.01516	0.581
SIM-05740	34	0.667	37.648	110.729%	5.854	75.575%	1.18684	0.56
SIM-05741	80	0.765	67.763	84.704%	9.127	64.538%	0.67873	0.615
SIM-05742	74	0.764	61.016	82.454%	7.774	64.783%	0.6075	0.565
SIM-05743	26	0.536	32.969	126.804%	4.666	85.189%	1.32176	0.301
SIM-05744	81	0.849	54.796	67.649%	7.282	52.969%	0.50738	0.752
SIM-05745	58	0.755	48.383	83.419%	6.273	66.123%	0.67229	0.557
SIM-05746	54	0.731	51.593	95.543%	6.904	68.36%	0.83651	0.581
SIM-05747	77	0.715	66.732	86.665%	9.163	70.905%	0.67052	0.501
SIM-05748	47	0.774	47.018	100.038%	6.21	63.713%	0.91499	0.689
SIM-05749	63	0.737	56.299	89.363%	7.054	67.565%	0.66802	0.514
SIM-05750	89	0.802	66.643	74.88%	8.962	60.285%	0.55621	0.664
SIM-05751	55	0.799	44.584	81.062%	6.113	60.233%	0.60375	0.693
SIM-05752	40	0.714	40.28	100.7%	5.605	70.062%	0.84531	0.58
SIM-05753	38	0.647	42.859	112.787%	6.178	77.225%	1.12588	0.503
SIM-05754	92	0.843	64.337	69.932%	8.375	53.837%	0.48348	0.738
SIM-05755	70	0.642	70.593	100.847%	9.123	78.229%	0.89798	0.34
SIM-05756	73	0.757	66.541	91.152%	8.823	66.318%	0.77698	0.626
SIM-05757	71	0.852	52.92	74.535%	6.628	53.584%	0.62052	0.771
SIM-05758	67	0.824	53.203	79.407%	7.016	56.721%	0.5531	0.734
SIM-05759	77	0.793	60.055	77.994%	7.728	60.905%	0.58611	0.633
SIM-05760	57	0.712	57.923	101.619%	7.462	70.197%	0.8309	0.546
SIM-05761	64	0.777	56.805	88.758%	7.87	63.01%	0.67802	0.674
SIM-05762	42	0.572	50.763	120.864%	6.959	82.013%	1.1057	0.312
SIM-05763	65	0.78	51.333	78.974%	6.833	62.638%	0.58122	0.617
SIM-05764	53	0.758	50.957	96.145%	6.714	65.522%	0.76518	0.645
SIM-05765	63	0.786	53.836	85.454%	7.069	62.727%	0.71255	0.668
SIM-05766	72	0.687	68.155	94.66%	8.724	72.7%	0.70185	0.394
SIM-05767	54	0.759	49.167	91.05%	6.533	65.33%	0.71961	0.628
SIM-05768	42	0.822	34.46	82.048%	4.848	57.134%	0.78681	0.753
SIM-05769	68	0.722	62.405	91.772%	8.13	69.207%	0.74335	0.514
SIM-05770	61	0.809	48.864	80.105%	6.73	58.8%	0.6713	0.714
SIM-05771	59	0.747	52.812	89.512%	7.128	66.469%	0.7676	0.596
SIM-05772	68	0.85	47.629	70.043%	6.237	53.482%	0.57355	0.76
SIM-05773	63	0.766	53.822	85.432%	7.474	64.808%	0.71405	0.638
SIM-05774	65	0.763	57.206	88.009%	7.412	65.771%	0.70339	0.615
SIM-05775	55	0.714	49.536	90.065%	6.681	70.036%	0.8198	0.501
SIM-05776	48	0.759	44.848	93.433%	6.19	65.248%	0.75713	0.65
